pos_x,pos_y,left_border_x,left_border_y,right_border_x,right_border_y,throttle,brake,target_speed,yaw
309.830322265625,-197.23410034179688,309.5898789349351,-199.52856754643764,310.81673143889833,-187.82114015721424,0.14285001158714294,0.0,30.697908401489258,-84.01765724203545
308.2425231933594,-197.0681915283203,308.0019021460651,-199.3710099721121,309.22518016383265,-187.66385794664959,0.14285001158714294,0.0,30.70322608947754,-84.03482190224697
306.6544494628906,-196.9026641845703,306.4135137348016,-199.21420795638022,307.63377396369594,-187.50699892407857,0.14285001158714294,0.0,30.709030151367188,-84.0494608580545
305.0659484863281,-196.7373809814453,304.82460983209427,-199.05683438435884,306.0425447667009,-187.35152618344569,0.14285001158714294,0.0,30.713266372680664,-84.05976132301745
303.47711181640625,-196.5720977783203,303.23497447378764,-198.89971898746973,304.4524642176228,-187.19621667334675,0.14285001158714294,0.0,30.72577476501465,-84.0610074198336
301.88775634765625,-196.40757751464844,301.6460685866489,-198.74241309121405,302.8573125921402,-187.04113544217125,0.14285001158714294,0.0,30.73106575012207,-84.0901429948603
300.29803466796875,-196.2433319091797,300.056092098432,-198.58507704710436,301.2647812394054,-186.8862597428329,0.14285001158714294,0.0,30.738418579101562,-84.1012891064659
298.70794677734375,-196.07911682128906,298.4654342663707,-198.42735541481025,299.673143931244,-186.73315277988047,0.14285001158714294,0.0,30.74479866027832,-84.10372609053695
297.1175231933594,-195.9142303466797,296.87314984546265,-198.27134991463026,298.08519303533177,-186.58050578358683,0.14285001158714294,0.0,30.751310348510742,-84.08103100286505
295.5267639160156,-195.74964904785156,295.28204684354864,-198.11496002864388,296.49126960574466,-186.4272267258015,0.14285001158714294,0.0,30.75852394104004,-84.09314636083523
293.9355773925781,-195.58494567871094,293.68990401395126,-197.95837720763524,294.8991429051452,-186.2760137118315,0.14285001158714294,0.0,30.763872146606445,-84.09037221585393
292.34423828125,-195.41970825195312,292.09678356356443,-197.80285097126486,293.30959496849727,-186.1227234045046,0.14285001158714294,0.0,30.77166175842285,-84.07191069676547
290.7524108886719,-195.2544708251953,290.50404692897894,-197.64710403260912,291.71608034188364,-185.9708874197138,0.14285001158714294,0.0,30.779760360717773,-84.07371615064487
289.16033935546875,-195.08905029296875,288.91065336149137,-197.49212540039545,290.1237072426861,-185.8172230983846,0.14285001158714294,0.0,30.78157615661621,-84.06809913488772
287.5680236816406,-194.92343139648438,287.3170712088563,-197.3361727217964,288.53096583961803,-185.66538220230944,0.14285001158714294,0.0,30.78951644897461,-84.06194077962435
285.9754333496094,-194.75717163085938,285.7224439953707,-197.18053845176595,286.9406852072025,-185.5110935397519,0.14285001158714294,0.0,30.796297073364258,-84.04014895436197
284.382568359375,-194.5905303955078,284.1279593999204,-197.02424793762492,285.34858612685446,-185.35670613516723,0.14285001158714294,0.0,30.801807403564453,-84.02759586789806
282.7893981933594,-194.4235382080078,282.5331163647782,-196.86856614314678,283.7559945498093,-185.20183448204463,0.14285001158714294,0.0,30.810903549194336,-84.0162470820312
281.19580078125,-194.2556915283203,280.9371661980759,-196.71126230991467,282.16585736135636,-185.04562160894307,0.14285001158714294,0.0,30.817535400390625,-83.9874528977388
279.6020202636719,-194.08717346191406,279.3410905341558,-196.5549487469515,280.57455764414055,-184.8892805435916,0.14285001158714294,0.0,30.823381423950195,-83.96426832230344
278.0079650878906,-193.9186248779297,277.745739054413,-196.39863839099687,278.9793496701727,-184.73171517832387,0.14285001158714294,0.0,30.82830047607422,-83.96421583337668
276.4136657714844,-193.74981689453125,276.1498314880534,-196.24158777675146,277.38535970840223,-184.57269773111022,0.14285001158714294,0.0,30.83171844482422,-83.95591421763294
274.8191223144531,-193.58026123046875,274.5528596295047,-196.08426146238986,275.7939225226772,-184.41299865312766,0.14285001158714294,0.0,30.842206954956055,-83.93026588806454
